drug1,drug2,label,scenario
208,267,3,S0
757,540,46,S0
758,304,59,S0
759,1452,38,S0
760,654,31,S0
761,1199,8,S0
121,208,3,S0
762,360,36,S0
763,577,81,S0
441,901,46,S0
636,676,46,S0
559,277,48,S0
205,41,19,S0
40,296,72,S0
40,821,72,S0
740,1146,48,S0
764,798,57,S0
408,1200,48,S0
680,1102,72,S0
166,472,59,S0
461,124,72,S0
153,489,5,S0
613,102,48,S0
471,1079,72,S0
765,325,46,S0
493,590,46,S0
762,70,36,S0
232,529,74,S0
151,38,3,S0
256,428,48,S0
766,540,72,S0
296,1159,46,S0
232,956,3,S0
518,1149,72,S0
324,72,48,S0
317,321,48,S0
37,57,48,S0
767,248,46,S0
658,239,46,S0
467,216,74,S0
118,122,19,S0
768,1079,72,S0
419,766,3,S0
769,303,72,S0
770,1158,74,S0
767,1087,48,S0
457,409,15,S0
683,1079,72,S0
564,634,46,S0
267,226,46,S0
261,566,48,S0
686,1233,46,S0
710,1068,48,S0
771,1032,72,S0
387,233,15,S0
585,30,59,S0
644,363,59,S0
34,552,48,S0
340,277,74,S0
457,1094,48,S0
27,837,46,S0
216,453,5,S0
185,102,48,S0
441,805,72,S0
383,100,82,S0
17,46,19,S0
193,1055,3,S0
604,49,59,S0
313,752,74,S0
24,319,48,S0
329,917,46,S0
16,1186,15,S0
217,1159,46,S0
492,78,48,S0
216,715,5,S0
747,1078,48,S0
314,154,73,S0
772,1085,46,S0
37,409,48,S0
32,176,48,S0
135,239,46,S0
34,168,59,S0
773,335,48,S0
492,533,46,S0
388,1199,19,S0
774,371,48,S0
234,540,46,S0
298,643,46,S0
437,404,33,S0
235,190,56,S0
775,159,46,S0
78,903,46,S0
211,884,59,S0
151,862,3,S0
691,837,72,S0
644,472,59,S0
590,1026,46,S0
776,1292,46,S0
246,202,48,S0
345,911,46,S0
604,607,59,S0
290,623,46,S0
153,786,5,S0
777,439,5,S0
333,541,46,S0
431,221,15,S0
416,803,59,S0
257,116,48,S0
196,1362,69,S0
164,502,48,S0
515,576,59,S0
313,34,74,S0
778,1327,46,S0
560,158,48,S0
693,5,48,S0
113,606,74,S0
177,702,48,S0
481,1118,81,S0
281,406,72,S0
60,1032,72,S0
515,1275,3,S0
779,907,15,S0
239,1110,48,S0
313,936,74,S0
402,918,48,S0
9,507,48,S0
746,998,48,S0
780,1149,72,S0
111,561,82,S0
781,1198,52,S0
60,256,48,S0
75,1347,72,S0
208,316,74,S0
412,1298,19,S0
308,911,46,S0
75,101,69,S0
677,904,48,S0
324,938,48,S0
361,17,72,S0
782,768,19,S0
783,1387,74,S0
472,1256,59,S0
97,678,31,S0
784,825,82,S0
285,82,36,S0
345,407,69,S0
770,561,71,S0
274,981,59,S0
23,993,48,S0
718,551,46,S0
503,634,59,S0
785,911,46,S0
26,335,48,S0
219,798,57,S0
224,1016,46,S0
786,148,85,S0
787,386,48,S0
643,1052,46,S0
14,338,72,S0
320,1055,72,S0
320,0,69,S0
788,191,19,S0
364,338,48,S0
131,1,48,S0
789,7,46,S0
634,119,48,S0
790,606,69,S0
791,1143,8,S0
451,12,48,S0
734,1049,9,S0
191,526,74,S0
745,664,46,S0
398,1026,46,S0
542,1171,74,S0
743,1132,31,S0
423,603,24,S0
304,692,59,S0
792,1046,48,S0
480,1266,38,S0
13,523,48,S0
236,329,5,S0
440,752,2,S0
432,258,48,S0
793,962,48,S0
794,730,72,S0
175,1308,48,S0
428,270,48,S0
662,189,19,S0
129,938,36,S0
520,1032,72,S0
283,1387,74,S0
630,1292,46,S0
390,486,36,S0
312,594,48,S0
9,497,48,S0
598,43,60,S0
226,418,46,S0
119,48,46,S0
524,304,59,S0
381,247,66,S0
285,1048,46,S0
43,91,48,S0
280,345,48,S0
394,564,48,S0
353,248,46,S0
536,1011,72,S0
421,1347,72,S0
795,366,36,S0
37,771,46,S0
9,774,48,S0
69,297,59,S0
796,790,4,S0
202,311,48,S0
69,851,48,S0
404,1026,46,S0
183,1095,72,S0
797,1011,72,S0
124,1073,46,S0
537,613,19,S0
316,731,48,S0
121,853,3,S0
100,614,48,S0
18,359,48,S0
558,768,48,S0
552,746,72,S0
151,519,3,S0
389,346,48,S0
64,95,48,S0
562,328,46,S0
442,1457,69,S0
798,723,81,S0
690,1239,46,S0
553,303,72,S0
799,816,48,S0
800,244,48,S0
548,44,56,S0
644,822,59,S0
521,847,48,S0
801,239,46,S0
656,1180,48,S0
442,643,46,S0
118,532,48,S0
429,430,72,S0
525,1041,69,S0
492,683,46,S0
239,396,48,S0
423,966,48,S0
430,235,56,S0
802,921,82,S0
432,736,3,S0
627,707,72,S0
4,1056,76,S0
27,486,48,S0
591,1434,74,S0
432,722,15,S0
339,1165,48,S0
803,732,72,S0
365,727,72,S0
198,1166,48,S0
460,40,72,S0
732,1016,46,S0
755,624,67,S0
482,385,24,S0
804,1419,69,S0
465,512,81,S0
602,357,59,S0
805,548,69,S0
320,311,48,S0
741,879,48,S0
191,174,74,S0
186,242,19,S0
4,542,3,S0
290,634,46,S0
419,251,72,S0
377,1150,71,S0
183,726,46,S0
21,1090,48,S0
642,572,48,S0
149,76,46,S0
528,178,46,S0
552,1105,72,S0
26,590,46,S0
806,155,46,S0
27,80,48,S0
60,431,48,S0
100,425,72,S0
457,460,72,S0
807,570,12,S0
175,355,82,S0
275,418,46,S0
106,293,48,S0
431,319,15,S0
102,1020,48,S0
808,417,35,S0
809,1149,72,S0
505,1244,72,S0
4,917,3,S0
717,1037,26,S0
492,315,59,S0
191,488,74,S0
766,789,47,S0
606,1095,72,S0
86,656,63,S0
160,116,48,S0
405,490,48,S0
160,863,19,S0
759,722,15,S0
794,1040,46,S0
162,53,15,S0
585,1064,48,S0
73,34,72,S0
408,260,48,S0
231,12,48,S0
663,1052,46,S0
243,1073,46,S0
510,1181,48,S0
810,110,59,S0
61,336,48,S0
811,298,48,S0
194,1357,72,S0
87,947,72,S0
812,23,46,S0
37,192,48,S0
489,573,48,S0
333,479,46,S0
2,524,59,S0
443,76,46,S0
66,588,46,S0
259,315,48,S0
421,818,46,S0
11,936,72,S0
583,217,48,S0
103,139,48,S0
421,540,46,S0
378,765,72,S0
562,450,48,S0
87,249,72,S0
224,1393,46,S0
308,634,53,S0
771,57,48,S0
535,226,46,S0
791,30,8,S0
813,1011,72,S0
13,214,46,S0
50,479,46,S0
416,405,36,S0
200,773,52,S0
232,1040,74,S0
754,993,46,S0
191,755,74,S0
207,656,48,S0
137,1,36,S0
588,975,48,S0
350,148,82,S0
252,815,63,S0
453,911,46,S0
430,826,56,S0
86,166,63,S0
107,406,72,S0
502,795,53,S0
700,121,48,S0
153,1089,5,S0
26,558,48,S0
76,47,15,S0
568,37,48,S0
87,900,46,S0
32,221,48,S0
58,57,81,S0
365,371,72,S0
677,323,48,S0
532,722,15,S0
814,813,48,S0
131,561,69,S0
815,726,46,S0
191,349,74,S0
687,523,48,S0
77,287,48,S0
816,367,48,S0
422,485,29,S0
60,589,59,S0
630,326,46,S0
31,492,72,S0
745,52,48,S0
21,504,48,S0
498,468,48,S0
560,430,46,S0
578,627,46,S0
817,1232,48,S0
417,359,48,S0
117,1225,72,S0
277,916,3,S0
545,44,71,S0
782,938,19,S0
818,1237,72,S0
49,1073,46,S0
819,1149,72,S0
691,603,46,S0
729,464,72,S0
343,589,56,S0
820,826,74,S0
408,251,48,S0
220,221,48,S0
733,400,74,S0
208,353,3,S0
84,520,48,S0
67,46,46,S0
224,678,31,S0
603,619,48,S0
391,1079,72,S0
2,983,28,S0
821,1040,46,S0
73,354,36,S0
240,323,48,S0
257,619,48,S0
267,1149,72,S0
3,363,24,S0
216,178,46,S0
73,630,72,S0
822,985,52,S0
105,727,46,S0
780,1095,72,S0
399,619,48,S0
568,759,48,S0
461,62,72,S0
78,727,46,S0
823,900,46,S0
824,321,48,S0
280,903,46,S0
479,1103,19,S0
121,989,3,S0
514,117,48,S0
818,583,63,S0
825,772,69,S0
826,609,71,S0
453,1088,83,S0
43,897,66,S0
370,326,72,S0
827,1077,46,S0
256,1147,46,S0
150,130,48,S0
630,726,46,S0
366,1192,26,S0
121,323,3,S0
46,458,48,S0
447,789,46,S0
34,252,46,S0
213,1156,64,S0
714,246,48,S0
828,1458,74,S0
538,381,72,S0
382,1438,46,S0
417,285,48,S0
829,420,48,S0
359,246,48,S0
436,223,74,S0
720,975,19,S0
256,1079,72,S0
26,507,48,S0
174,1004,48,S0
191,224,74,S0
426,1146,84,S0
830,28,48,S0
136,192,75,S0
287,1068,48,S0
153,115,5,S0
267,417,46,S0
439,817,48,S0
277,1163,69,S0
371,654,31,S0
525,571,46,S0
831,566,48,S0
832,321,48,S0
590,361,74,S0
633,116,48,S0
585,287,59,S0
419,739,3,S0
329,1459,69,S0
833,207,48,S0
193,13,3,S0
233,335,48,S0
47,408,48,S0
445,1065,74,S0
535,773,36,S0
24,53,15,S0
282,112,48,S0
733,225,74,S0
358,474,5,S0
118,1086,19,S0
834,418,46,S0
419,1160,74,S0
430,647,72,S0
821,701,74,S0
665,253,74,S0
121,733,74,S0
75,1147,72,S0
294,561,69,S0
814,61,48,S0
224,765,46,S0
835,509,48,S0
417,637,48,S0
700,234,48,S0
711,55,72,S0
836,837,72,S0
826,2,71,S0
700,1044,48,S0
151,116,74,S0
768,1085,72,S0
313,75,74,S0
327,392,46,S0
397,46,46,S0
417,662,19,S0
335,1009,48,S0
717,613,48,S0
744,829,48,S0
624,561,69,S0
464,634,46,S0
751,869,48,S0
547,619,48,S0
556,643,46,S0
764,581,74,S0
252,740,48,S0
837,369,74,S0
313,370,74,S0
143,137,24,S0
388,1084,19,S0
151,276,59,S0
91,1085,72,S0
29,12,19,S0
838,351,48,S0
585,954,48,S0
137,159,46,S0
121,239,3,S0
328,777,76,S0
439,900,46,S0
595,765,46,S0
397,128,48,S0
637,152,48,S0
217,7,46,S0
839,1079,72,S0
266,1009,48,S0
363,115,36,S0
418,831,48,S0
246,907,48,S0
407,519,3,S0
616,659,69,S0
492,1239,46,S0
241,417,48,S0
209,315,8,S0
840,722,15,S0
717,792,48,S0
174,234,48,S0
718,751,48,S0
183,498,15,S0
841,606,69,S0
131,1232,26,S0
100,552,48,S0
815,303,46,S0
208,525,3,S0
361,73,72,S0
496,567,48,S0
489,1143,26,S0
224,30,63,S0
50,727,46,S0
767,334,48,S0
391,905,46,S0
134,448,48,S0
842,165,69,S0
497,1298,19,S0
239,363,48,S0
771,324,48,S0
90,274,48,S0
155,252,46,S0
769,248,48,S0
759,60,48,S0
474,557,48,S0
419,900,3,S0
532,687,48,S0
607,899,59,S0
777,96,5,S0
115,1213,48,S0
113,827,74,S0
331,955,48,S0
364,270,48,S0
249,541,46,S0
782,643,46,S0
224,311,48,S0
66,1008,15,S0
417,1058,66,S0
362,325,46,S0
568,1037,48,S0
679,302,24,S0
733,658,74,S0
350,946,46,S0
299,250,22,S0
843,320,36,S0
309,664,46,S0
161,789,46,S0
844,40,72,S0
452,446,48,S0
220,25,72,S0
93,1162,74,S0
697,911,46,S0
200,923,48,S0
845,1121,15,S0
785,936,46,S0
397,3,48,S0
638,439,36,S0
38,47,48,S0
690,1015,72,S0
489,1220,48,S0
846,142,69,S0
193,1127,59,S0
220,16,48,S0
290,829,48,S0
91,678,31,S0
240,1449,48,S0
155,736,48,S0
618,527,5,S0
282,654,31,S0
356,1420,19,S0
105,359,15,S0
113,275,74,S0
305,805,46,S0
847,1232,26,S0
652,176,15,S0
570,1070,46,S0
31,1020,72,S0
476,803,69,S0
264,98,59,S0
848,741,48,S0
419,1052,74,S0
254,532,48,S0
647,843,48,S0
131,694,69,S0
637,830,48,S0
596,1312,75,S0
614,198,48,S0
720,148,48,S0
849,1256,59,S0
208,280,3,S0
572,280,48,S0
784,355,82,S0
745,887,46,S0
166,904,75,S0
275,1048,46,S0
218,162,48,S0
206,194,48,S0
387,700,15,S0
268,1026,46,S0
737,1014,19,S0
216,1205,5,S0
850,385,59,S0
41,1321,46,S0
851,328,46,S0
824,552,82,S0
38,1048,72,S0
667,582,46,S0
220,257,48,S0
852,1073,46,S0
100,867,48,S0
20,469,48,S0
361,966,72,S0
216,747,11,S0
60,509,59,S0
495,357,59,S0
186,187,48,S0
60,143,59,S0
117,672,48,S0
274,1127,48,S0
853,1327,46,S0
190,351,48,S0
853,1223,46,S0
586,779,48,S0
621,415,5,S0
124,1157,19,S0
18,633,48,S0
735,75,46,S0
854,905,70,S0
323,872,74,S0
855,570,12,S0
231,1393,46,S0
856,936,72,S0
315,883,46,S0
277,520,3,S0
169,7,46,S0
310,150,48,S0
794,433,46,S0
30,593,59,S0
424,1182,72,S0
270,1070,48,S0
245,324,48,S0
461,233,72,S0
289,297,82,S0
316,561,82,S0
330,1068,48,S0
509,1182,72,S0
857,787,48,S0
612,25,46,S0
858,43,72,S0
258,1105,72,S0
361,52,72,S0
859,46,46,S0
812,1149,46,S0
374,905,46,S0
109,48,48,S0
4,176,3,S0
541,946,52,S0
340,431,74,S0
860,1442,48,S0
76,121,15,S0
861,985,52,S0
862,28,46,S0
304,360,36,S0
672,546,69,S0
793,557,48,S0
863,1099,46,S0
95,378,48,S0
387,787,48,S0
363,661,48,S0
743,520,48,S0
864,885,46,S0
358,153,5,S0
235,157,46,S0
278,687,48,S0
540,728,48,S0
401,189,48,S0
865,958,69,S0
191,590,74,S0
463,751,36,S0
642,527,48,S0
549,754,46,S0
284,989,69,S0
236,263,5,S0
117,590,72,S0
551,1460,8,S0
866,1004,48,S0
529,1225,72,S0
859,663,46,S0
687,929,48,S0
34,795,48,S0
565,1048,72,S0
353,696,46,S0
186,481,19,S0
232,533,46,S0
274,485,48,S0
862,303,72,S0
208,797,3,S0
49,1182,72,S0
280,303,46,S0
186,122,19,S0
140,528,46,S0
409,214,46,S0
797,1085,72,S0
549,946,46,S0
244,82,48,S0
387,409,15,S0
232,1013,74,S0
867,89,59,S0
55,439,48,S0
868,825,82,S0
156,851,48,S0
272,46,48,S0
857,270,48,S0
75,1246,19,S0
50,378,48,S0
532,311,48,S0
869,1340,72,S0
380,558,48,S0
229,1121,15,S0
392,533,46,S0
681,1236,74,S0
580,914,48,S0
870,1011,72,S0
449,479,46,S0
871,1079,72,S0
872,302,24,S0
461,816,72,S0
3,176,48,S0
402,357,59,S0
69,304,59,S0
244,1087,48,S0
84,586,48,S0
280,643,46,S0
596,1068,75,S0
428,793,48,S0
498,922,48,S0
496,241,48,S0
503,957,48,S0
730,248,19,S0
84,396,48,S0
246,540,72,S0
3,1008,15,S0
266,1183,69,S0
46,700,48,S0
43,359,48,S0
253,75,46,S0
443,141,48,S0
167,947,72,S0
624,573,48,S0
842,276,53,S0
457,912,15,S0
873,216,69,S0
128,748,46,S0
874,253,48,S0
113,1010,74,S0
209,719,8,S0
374,1169,26,S0
131,82,48,S0
407,267,3,S0
549,1132,31,S0
403,429,19,S0
613,311,48,S0
68,857,5,S0
43,1292,46,S0
464,75,46,S0
479,1061,72,S0
471,2,48,S0
687,1008,15,S0
838,962,48,S0
875,40,72,S0
729,334,72,S0
339,1036,48,S0
336,714,46,S0
711,222,72,S0
457,163,15,S0
390,884,48,S0
876,500,69,S0
632,1150,48,S0
95,900,48,S0
169,447,69,S0
431,16,15,S0
421,46,48,S0
696,966,72,S0
877,593,59,S0
304,644,59,S0
558,420,48,S0
745,630,48,S0
481,243,48,S0
229,393,19,S0
878,7,46,S0
879,692,59,S0
558,176,48,S0
659,1153,66,S0
97,75,46,S0
843,938,36,S0
779,392,46,S0
346,664,72,S0
595,479,46,S0
680,731,48,S0
807,547,48,S0
630,367,48,S0
256,637,48,S0
880,27,48,S0
159,1149,72,S0
626,1020,74,S0
881,325,46,S0
882,303,46,S0
108,711,74,S0
137,46,46,S0
515,152,48,S0
579,486,48,S0
129,110,48,S0
883,562,19,S0
125,232,48,S0
714,938,48,S0
884,581,36,S0
497,903,46,S0
703,1028,19,S0
286,496,48,S0
153,985,5,S0
885,1052,72,S0
886,78,46,S0
132,160,48,S0
313,922,74,S0
43,335,48,S0
183,210,15,S0
868,1052,46,S0
17,367,48,S0
499,559,48,S0
223,258,46,S0
281,656,46,S0
558,23,31,S0
117,442,72,S0
474,19,48,S0
712,845,48,S0
105,520,15,S0
206,121,48,S0
887,885,46,S0
888,905,46,S0
613,510,48,S0
521,490,48,S0
193,793,3,S0
78,976,46,S0
153,892,5,S0
889,955,48,S0
254,380,48,S0
366,134,69,S0
871,837,46,S0
890,1457,69,S0
745,48,46,S0
702,40,46,S0
467,997,74,S0
212,150,48,S0
891,1159,14,S0
457,432,15,S0
621,476,5,S0
364,56,48,S0
232,947,3,S0
485,879,59,S0
694,363,59,S0
821,1225,72,S0
157,115,5,S0
892,1057,48,S0
167,28,72,S0
87,208,72,S0
30,94,59,S0
31,465,57,S0
872,981,59,S0
433,1162,8,S0
735,430,46,S0
353,805,46,S0
886,582,46,S0
39,547,48,S0
346,267,48,S0
290,335,48,S0
489,486,48,S0
733,556,74,S0
606,415,8,S0
593,1070,48,S0
446,671,48,S0
407,641,3,S0
13,1048,46,S0
17,865,15,S0
6,163,7,S0
705,1072,72,S0
748,936,74,S0
851,1347,72,S0
841,110,59,S0
160,418,19,S0
52,840,48,S0
893,3,48,S0
113,1281,32,S0
573,1093,69,S0
419,487,48,S0
894,724,74,S0
287,795,48,S0
627,582,72,S0
684,576,72,S0
343,283,66,S0
644,735,59,S0
39,84,48,S0
104,663,46,S0
428,251,36,S0
122,1075,19,S0
41,1110,48,S0
202,586,48,S0
895,809,46,S0
896,751,36,S0
897,75,74,S0
898,701,3,S0
654,541,46,S0
751,1461,69,S0
744,293,48,S0
899,2,48,S0
129,900,48,S0
800,354,48,S0
579,955,48,S0
900,632,48,S0
5,671,48,S0
269,36,5,S0
901,541,46,S0
899,244,48,S0
260,955,48,S0
80,552,69,S0
471,305,19,S0
293,865,15,S0
174,1279,48,S0
745,1215,48,S0
99,822,48,S0
902,113,72,S0
790,605,48,S0
253,568,72,S0
857,1271,52,S0
115,33,48,S0
903,1347,72,S0
174,522,48,S0
904,493,48,S0
905,1239,46,S0
735,905,46,S0
906,132,74,S0
293,116,48,S0
40,371,72,S0
11,995,59,S0
878,1073,46,S0
487,768,48,S0
135,91,48,S0
443,551,46,S0
402,694,59,S0
616,609,48,S0
48,777,76,S0
683,975,19,S0
520,633,48,S0
795,339,36,S0
61,406,72,S0
581,1130,48,S0
907,97,48,S0
725,776,72,S0
690,917,46,S0
557,890,72,S0
126,754,46,S0
206,214,48,S0
857,355,48,S0
583,660,59,S0
908,229,46,S0
350,551,46,S0
609,516,48,S0
771,1079,72,S0
909,566,48,S0
348,311,48,S0
241,634,46,S0
687,567,48,S0
886,765,46,S0
763,990,81,S0
17,792,48,S0
225,1105,72,S0
380,919,48,S0
478,100,71,S0
799,373,48,S0
282,747,74,S0
221,1195,46,S0
723,872,69,S0
910,1165,48,S0
493,1011,72,S0
290,221,48,S0
186,1010,19,S0
146,165,69,S0
87,649,72,S0
647,288,48,S0
233,920,29,S0
241,1105,72,S0
208,776,3,S0
911,901,46,S0
94,34,48,S0
60,854,48,S0
328,567,48,S0
438,805,46,S0
912,223,48,S0
62,1077,46,S0
111,1182,72,S0
451,677,48,S0
462,159,46,S0
339,82,48,S0
841,579,59,S0
95,355,48,S0
472,209,69,S0
870,1098,46,S0
816,1121,15,S0
913,946,52,S0
92,284,48,S0
131,343,56,S0
684,345,72,S0
914,306,36,S0
479,717,69,S0
565,61,72,S0
52,311,48,S0
150,91,48,S0
310,97,48,S0
792,1121,15,S0
237,948,46,S0
370,9,72,S0
70,483,48,S0
149,78,46,S0
614,1333,48,S0
775,1055,72,S0
915,1186,79,S0
916,851,46,S0
63,903,46,S0
269,357,5,S0
200,303,46,S0
137,175,13,S0
227,999,39,S0
324,371,48,S0
518,1147,46,S0
786,222,85,S0
315,485,29,S0
264,550,74,S0
526,676,72,S0
346,630,48,S0
551,809,46,S0
917,1225,72,S0
301,619,48,S0
898,1147,46,S0
68,946,5,S0
618,781,5,S0
125,1149,48,S0
908,958,69,S0
419,625,3,S0
61,730,48,S0
132,229,48,S0
43,907,48,S0
745,1462,48,S0
52,603,46,S0
367,722,15,S0
486,1169,26,S0
782,726,19,S0
359,53,15,S0
488,75,46,S0
664,851,19,S0
411,1211,48,S0
918,837,46,S0
232,617,3,S0
769,885,48,S0
520,1347,72,S0
919,128,48,S0
86,243,59,S0
410,560,48,S0
390,693,36,S0
419,32,48,S0
920,231,69,S0
680,1005,48,S0
677,3,48,S0
921,1166,48,S0
613,218,48,S0
240,638,48,S0
666,287,59,S0
167,271,72,S0
338,214,46,S0
316,1016,72,S0
646,483,48,S0
922,303,46,S0
876,188,69,S0
923,1143,48,S0
557,1147,72,S0
924,546,1,S0
850,114,59,S0
925,454,48,S0
542,1183,74,S0
926,1181,48,S0
133,36,48,S0
387,232,46,S0
431,1132,31,S0
97,163,48,S0
437,624,71,S0
858,517,72,S0
247,134,71,S0
88,660,48,S0
895,911,46,S0
612,683,46,S0
927,983,48,S0
472,27,48,S0
261,627,46,S0
527,148,69,S0
1,1463,69,S0
928,629,73,S0
358,42,5,S0
286,1134,48,S0
72,1085,48,S0
104,135,48,S0
153,200,5,S0
497,788,19,S0
385,366,36,S0
630,1206,48,S0
423,107,48,S0
398,1048,72,S0
622,1162,48,S0
283,440,66,S0
539,287,48,S0
539,851,48,S0
407,702,3,S0
451,523,48,S0
297,1256,59,S0
929,1008,15,S0
677,325,48,S0
769,416,48,S0
717,912,48,S0
930,465,57,S0
260,693,48,S0
211,808,48,S0
535,48,48,S0
382,165,76,S0
256,533,46,S0
429,1105,72,S0
14,901,46,S0
166,585,70,S0
480,287,48,S0
233,1393,46,S0
657,418,19,S0
43,696,46,S0
470,72,48,S0
637,373,48,S0
113,745,74,S0
271,765,72,S0
3,720,24,S0
931,40,46,S0
771,468,48,S0
826,306,71,S0
922,99,15,S0
256,311,48,S0
320,30,63,S0
3,168,59,S0
920,232,46,S0
252,375,48,S0
725,479,46,S0
127,64,72,S0
450,172,48,S0
193,153,3,S0
759,311,48,S0
515,845,48,S0
232,316,74,S0
527,490,48,S0
208,352,3,S0
514,1464,74,S0
191,159,74,S0
647,94,59,S0
156,750,48,S0
163,450,59,S0
126,1094,48,S0
153,742,5,S0
826,149,71,S0
632,1130,74,S0
816,523,48,S0
268,239,46,S0
253,1438,46,S0
132,520,48,S0
565,271,72,S0
49,982,46,S0
705,649,72,S0
393,637,48,S0
93,737,74,S0
479,754,46,S0
431,470,15,S0
932,643,46,S0
325,153,48,S0
737,41,19,S0
370,27,72,S0
349,837,46,S0
559,426,48,S0
521,446,48,S0
299,1121,75,S0
705,1163,74,S0
933,979,33,S0
129,256,48,S0
548,291,56,S0
89,370,29,S0
11,1118,4,S0
431,181,48,S0
934,488,3,S0
812,1327,46,S0
364,331,48,S0
935,872,48,S0
28,586,19,S0
536,422,53,S0
850,428,59,S0
568,1266,38,S0
483,1162,48,S0
936,891,48,S0
485,872,59,S0
167,115,5,S0
500,551,46,S0
81,462,69,S0
662,376,69,S0
516,561,82,S0
0,911,46,S0
277,1102,69,S0
18,395,48,S0
564,748,46,S0
340,1025,74,S0
406,1062,69,S0
814,1098,72,S0
450,983,48,S0
425,51,48,S0
340,663,74,S0
792,388,48,S0
576,360,36,S0
592,977,82,S0
567,392,48,S0
422,411,36,S0
420,1110,48,S0
194,493,48,S0
297,371,72,S0
937,27,48,S0
938,1347,72,S0
73,186,72,S0
204,1102,3,S0
229,696,46,S0
208,966,74,S0
851,1093,59,S0
618,698,11,S0
367,903,46,S0
17,75,72,S0
121,1208,3,S0
366,1159,46,S0
340,11,74,S0
21,1166,48,S0
84,605,68,S0
298,396,48,S0
793,572,48,S0
939,180,48,S0
393,202,48,S0
13,324,48,S0
166,721,48,S0
449,805,46,S0
565,643,46,S0
141,231,48,S0
940,938,46,S0
931,1011,72,S0
340,394,74,S0
879,240,48,S0
446,622,48,S0
767,134,69,S0
487,311,48,S0
755,514,67,S0
907,1068,48,S0
941,1174,48,S0
911,211,46,S0
191,862,74,S0
23,110,48,S0
141,186,48,S0
833,9,48,S0
910,169,48,S0
153,1369,11,S0
103,358,48,S0
488,927,72,S0
696,25,46,S0
942,50,48,S0
266,190,3,S0
779,1011,72,S0
926,33,48,S0
722,610,68,S0
157,7,74,S0
744,210,48,S0
943,304,24,S0
407,771,3,S0
614,304,59,S0
910,1087,48,S0
192,774,48,S0
191,627,74,S0
389,546,48,S0
847,383,48,S0
944,730,72,S0
859,805,46,S0
514,224,19,S0
418,301,48,S0
405,680,48,S0
767,42,48,S0
306,228,48,S0
627,46,72,S0
63,9,60,S0
443,1225,72,S0
12,1221,15,S0
696,1026,72,S0
945,711,57,S0
526,479,72,S0
472,803,59,S0
110,947,74,S0
148,98,59,S0
717,18,48,S0
405,1292,48,S0
341,1046,48,S0
208,552,3,S0
946,1182,72,S0
779,803,69,S0
947,982,46,S0
887,1149,72,S0
274,684,74,S0
948,1070,46,S0
445,755,74,S0
856,818,46,S0
66,1327,46,S0
866,634,46,S0
162,1095,72,S0
509,75,46,S0
449,223,48,S0
23,588,46,S0
502,186,48,S0
712,251,70,S0
356,552,19,S0
949,885,46,S0
291,1463,69,S0
340,26,74,S0
167,1343,72,S0
950,199,48,S0
782,433,19,S0
277,972,3,S0
838,738,48,S0
951,1422,69,S0
308,727,72,S0
136,17,60,S0
583,803,59,S0
167,771,72,S0
432,872,3,S0
952,59,48,S0
312,98,59,S0
391,589,48,S0
186,406,72,S0
621,1172,5,S0
643,160,46,S0
611,1028,72,S0
98,427,59,S0
201,758,9,S0
28,403,19,S0
167,442,74,S0
911,663,72,S0
4,1004,74,S0
109,942,48,S0
136,976,46,S0
613,541,46,S0
278,1215,48,S0
953,567,48,S0
556,907,48,S0
244,446,48,S0
287,579,48,S0
712,1200,48,S0
611,1465,74,S0
333,1105,72,S0
598,824,48,S0
208,200,3,S0
95,40,72,S0
226,659,9,S0
954,297,82,S0
955,401,70,S0
956,430,46,S0
811,614,53,S0
402,803,59,S0
957,357,48,S0
799,334,48,S0
646,860,48,S0
331,1097,59,S0
131,1461,69,S0
793,965,48,S0
189,1292,46,S0
2,671,48,S0
274,297,59,S0
214,634,46,S0
210,51,48,S0
758,363,59,S0
596,278,60,S0
461,728,72,S0
750,752,2,S0
239,507,48,S0
0,879,48,S0
451,172,48,S0
958,178,46,S0
959,15,72,S0
613,845,48,S0
501,717,48,S0
498,654,31,S0
290,917,46,S0
576,306,36,S0
645,643,46,S0
329,1077,46,S0
245,187,48,S0
95,239,72,S0
228,707,46,S0
887,1182,72,S0
633,837,72,S0
960,581,10,S0
261,155,46,S0
961,451,48,S0
592,104,48,S0
476,36,48,S0
26,552,48,S0
750,228,2,S0
6,515,69,S0
962,1165,48,S0
121,403,74,S0
215,767,8,S0
725,726,46,S0
963,1182,72,S0
121,1082,74,S0
621,1042,46,S0
832,605,48,S0
406,784,77,S0
40,195,72,S0
378,581,36,S0
264,318,74,S0
107,520,15,S0
253,1105,72,S0
359,163,48,S0
37,472,29,S0
964,590,48,S0
257,221,48,S0
95,908,48,S0
391,94,48,S0
158,198,53,S0
187,130,48,S0
129,692,48,S0
411,328,46,S0
738,561,82,S0
360,694,69,S0
129,614,24,S0
613,722,15,S0
393,112,48,S0
158,315,53,S0
364,920,29,S0
236,55,5,S0
319,1037,48,S0
688,371,48,S0
92,241,52,S0
164,323,48,S0
250,273,48,S0
233,887,46,S0
617,772,69,S0
965,1055,72,S0
46,50,48,S0
966,880,48,S0
967,7,46,S0
965,989,69,S0
939,156,48,S0
968,683,46,S0
761,606,8,S0
616,42,48,S0
454,152,48,S0
98,94,59,S0
47,186,48,S0
623,1162,26,S0
281,197,48,S0
870,711,57,S0
590,409,76,S0
